time_period,academic_year,YAG,qualification_level,sex,CAH3_code,CAH3_subject,grads,grads_uk,unmatched_percent,overseas_percent,matched,activity_not_captured,no_sust_dest,sust_emp_only,sust_emp_with_or_without_fs,sust_emp_fs_or_both,fs_with_or_without_sust_emp,earnings_include,earnings_LQ,earnings_median,earnings_UQ
202324,2021/2022,1 YAG,First-degree,Male,CAH10-01-06,"Bioengineering, medical and biomedical engineering",275,270,0.8,1.2,270,5.1,6.6,54.7,75.1,88.3,33.6,140,22700,28900,34800
202223,2020/2021,1 YAG,First-degree,Female,CAH19-01-07,Linguistics,435,420,0.4,3.1,420,3.6,6.2,54.3,79.4,90.2,35.9,225,17500,21900,26300
202324,2021/2022,1 YAG,First-degree,Female,CAH20-02-02,Theology and religious studies,555,545,0.9,1.8,540,5.2,8.5,52.6,76.3,86.3,33.7,275,16500,23100,27400
202122,2019/2020,1 YAG,First-degree,Male,CAH20-02-02,Theology and religious studies,510,505,1.4,1.3,495,16.1,5.5,44.8,66.3,78.4,33.7,205,15000,20200,25800
202223,2020/2021,1 YAG,First-degree,Female,CAH17-01-03,Marketing,2360,2315,1.5,1.8,2280,2.2,7.8,78.7,87.1,90,11.3,1770,20800,24500,28100
202324,2021/2022,1 YAG,First-degree,Male,CAH10-01-09,"Chemical, process and energy engineering",1015,995,0.6,2,990,2.7,6.7,72.7,84.3,90.6,18,710,27100,32200,37300
202324,2021/2022,1 YAG,First-degree,Female,CAH19-01-05,Creative writing,800,795,0.5,0.9,790,4.2,12.2,53,72.5,83.6,30.6,405,13900,20100,23400
202324,2021/2022,1 YAG,First-degree,Female,CAH11-01-05,Artificial intelligence,15,15,3,1.5,15,1.5,12.2,58.3,78.7,86.3,28,10,c,c,c
202324,2021/2022,1 YAG,First-degree,Female,CAH11-01-04,Software engineering,225,225,0.2,1.1,220,3.2,9.1,70.9,81.3,87.7,16.7,155,22700,32200,42500
202324,2021/2022,1 YAG,First-degree,Male,CAH02-06-04,Environmental and public health,80,80,0,0,80,6.2,8.6,59.4,77.8,85.2,25.8,45,27400,34000,43200
202223,2020/2021,1 YAG,First-degree,Male,CAH15-04-01,Social work,385,385,1,0,385,1.8,4,74.5,90.7,94.2,19.7,275,25600,31400,35000
202324,2021/2022,1 YAG,First-degree,Male,CAH15-04-02,Childhood and youth studies,100,100,0,0,100,1.5,5.1,58.9,85,93.4,34.6,55,16500,21200,27400
202324,2019/2020,3 YAG,First-degree,Male,CAH15-04-02,Childhood and youth studies,105,105,0,0,105,3.8,8.6,76.3,85.2,87.6,11.2,80,20900,27100,29300
202223,2020/2021,1 YAG,First-degree,Male,CAH02-05-01,Medical technology,285,280,0.7,0.4,280,2.5,1.8,88.9,92.9,95.7,6.8,250,29100,33600,39900
202324,2019/2020,3 YAG,First-degree,Female,CAH15-01-06,Cultural studies,50,50,0.5,2,50,6.5,8.9,75.3,82.6,84.7,9.3,35,21600,26700,29600
202324,2019/2020,3 YAG,First-degree,Female,CAH13-01-04,"Planning (urban, rural and regional)",185,180,0.6,3.3,180,3.1,3.9,82.2,91.7,93,10.8,145,24900,30400,36200
202223,2020/2021,1 YAG,First-degree,Female,CAH02-02-03,Pharmacy,1400,1390,0.8,0.6,1380,1,15.5,64.7,81.7,83.4,18.7,765,19600,28100,32800
202324,2019/2020,3 YAG,First-degree,Female,CAH19-04-08,American and australasian studies,255,235,0,7.1,235,4,6.4,76.5,88.6,89.6,13.1,175,22700,27800,31800
202122,2019/2020,1 YAG,First-degree,Female,CAH24-01-02,Publicity studies,175,170,1.8,1.4,170,1.7,7.9,77.2,86.7,90.4,13.3,125,17500,20800,24800
202223,2020/2021,1 YAG,First-degree,Male,CAH17-01-03,Marketing,1765,1735,1,1.8,1715,4.2,10.2,72.9,82.8,85.6,12.6,1225,20800,24500,29600
202223,2020/2021,1 YAG,First-degree,Male,CAH26-01-02,Physical geographical sciences,660,635,1,3.6,630,2.5,6.9,57.1,82,90.6,33.4,350,19000,24100,28500
202324,2019/2020,3 YAG,First-degree,Male,CAH06-01-03,Agriculture,300,295,0.3,2.7,290,8.1,7.2,71.9,83.1,84.7,12.8,200,24200,30400,38400
202324,2019/2020,3 YAG,First-degree,Male,CAH25-01-01,Creative arts and design (non-specific),110,105,0,2.3,105,3.8,15,75.1,79.3,81.2,6.1,75,18700,25300,28800
202122,2019/2020,1 YAG,First-degree,Female,CAH15-01-03,Social policy,765,765,0.3,0.4,760,1.5,6.7,57.2,83.8,91.8,34.6,430,14600,20100,25200
202324,2019/2020,3 YAG,First-degree,Female,CAH04-01-02,Applied psychology,730,720,0.8,1.4,715,1.9,6.5,68.8,88.5,91.7,22.8,480,22000,25600,30400
202324,2019/2020,3 YAG,First-degree,Male,CAH25-01-02,Art,575,570,1.4,1.3,560,8.5,16.2,64.2,71.1,75.3,11.1,335,14600,21600,27600
202324,2019/2020,3 YAG,First-degree,Male,CAH15-04-03,Health studies,210,210,1,1.7,205,3.6,8.8,62.2,85.7,87.6,25.5,125,23100,35100,43900
202324,2021/2022,1 YAG,First-degree,Female,CAH09-01-01,Mathematics,1790,1765,1.1,1.4,1745,2.8,6.3,56.5,82.8,90.9,34.4,965,23100,28900,35100
202324,2019/2020,3 YAG,First-degree,Female,CAH10-01-01,Engineering (non-specific),260,255,0.1,3.6,255,3.8,3.2,77.8,90.9,93,15.2,195,30700,38400,51200
202122,2019/2020,1 YAG,First-degree,Male,CAH23-01-01,"Combined, general or negotiated studies",270,270,1.3,1.1,265,4.2,5.5,59.1,82.8,90.3,31.2,150,19700,29600,43100
202122,2019/2020,1 YAG,First-degree,Female,CAH03-01-04,Microbiology and cell science,120,120,0,0.8,120,1.3,3.9,33.9,73.2,94.8,60.9,40,20400,23700,27400
202223,2020/2021,1 YAG,First-degree,Male,CAH25-02-01,Performing arts (non-specific),130,130,0.8,1,130,3.6,11.6,69.9,81.7,84.8,14.9,85,12000,16400,22300
202122,2019/2020,1 YAG,First-degree,Male,CAH19-01-03,Literature in English,570,565,0.3,1.3,560,2,11.6,43.2,73.3,86.4,43.3,235,13900,18600,22600
202122,2019/2020,1 YAG,First-degree,Male,CAH02-06-05,Physiotherapy,515,510,0.4,1,510,1.4,4.3,89.8,93.1,94.3,4.5,450,24500,25600,27400
202324,2019/2020,3 YAG,First-degree,Female,CAH15-02-01,Economics,1855,1805,0.8,2.7,1790,3.7,5.9,74.9,88.1,90.4,15.5,1320,31100,39900,52300
202122,2019/2020,1 YAG,First-degree,Male,CAH07-04-02,Forensic and archaeological sciences,360,355,0.3,0.6,355,2.8,11.1,57.8,77.7,86.1,28.2,200,15700,20100,23700
202223,2020/2021,1 YAG,First-degree,Male,CAH03-01-08,"Molecular biology, biophysics and biochemistry",830,815,0.7,1.4,810,3.1,7.5,51.8,75.8,89.5,37.7,405,19700,25200,30700
202223,2020/2021,1 YAG,First-degree,Male,CAH22-01-02,Teacher training,620,605,0,2,605,1.3,5.3,83.1,92,93.4,10.3,500,20400,25200,25900
202223,2020/2021,1 YAG,First-degree,Male,CAH25-01-02,Art,580,575,1,1.4,565,6.5,15.6,61.6,71.5,77.9,16.3,325,11300,17200,22600
202324,2021/2022,1 YAG,First-degree,Female,CAH19-04-02,German and scandinavian studies,150,135,0.4,9.5,135,6.7,6.3,46.9,76.2,87,40.1,60,21200,24500,28200
202223,2020/2021,1 YAG,First-degree,Male,CAH10-03-07,Materials science,115,115,0.5,2.3,110,5.9,5.5,57.7,77.7,88.6,30.9,60,25600,31400,36100
202223,2020/2021,1 YAG,First-degree,Male,CAH03-01-01,Biosciences (non-specific),545,540,0.7,1.1,535,4.2,6.4,50.9,75.7,89.4,38.6,265,18600,23000,28800
202223,2020/2021,1 YAG,First-degree,Male,CAH26-01-06,Earth sciences,615,595,0.8,3.6,590,3.9,5.8,53.7,78.4,90.3,36.6,305,20100,24500,29900
202324,2019/2020,3 YAG,First-degree,Female,CAH19-01-05,Creative writing,760,750,1.1,1.4,740,5.1,10.3,72.3,81.2,84.6,12.3,520,17200,24200,28500
202122,2019/2020,1 YAG,First-degree,Male,CAH10-03-04,Maritime technology,55,55,0,1.8,55,7.2,3.6,64.7,80,89.3,24.6,35,25600,29200,36100
202324,2021/2022,1 YAG,First-degree,Female,CAH19-04-08,American and australasian studies,160,155,0.1,3.8,155,2,8.3,59.9,81.5,89.8,29.8,90,17600,22700,27400
202223,2020/2021,1 YAG,First-degree,Female,CAH02-06-06,Complementary and alternative medicine,340,335,3.9,1.2,325,5.4,7.2,79.2,85.1,87.3,8.2,220,12800,21900,29400
202324,2019/2020,3 YAG,First-degree,Female,CAH20-01-03,Archaeology,345,335,0.6,3.9,330,5.3,7.5,67.9,83.2,87.2,19.3,220,21200,25300,29300
202324,2019/2020,3 YAG,First-degree,Female,CAH25-01-01,Creative arts and design (non-specific),305,300,2.2,1.6,295,6.3,11.4,73.9,79.5,82.3,8.5,200,15800,23100,26800
202223,2020/2021,1 YAG,First-degree,Female,CAH26-01-04,Environmental sciences,465,450,0.7,2.8,445,3.4,5,56.9,83.9,91.5,34.6,250,19300,23700,28100
202122,2019/2020,1 YAG,First-degree,Female,CAH02-06-03,Ophthalmics,520,520,0.8,0,515,1.2,2.3,87.9,94.7,96.5,8.6,450,17500,19000,23400
202122,2019/2020,1 YAG,First-degree,Male,CAH09-01-03,Statistics,150,150,0.3,1.4,150,3,3.5,61.6,83.2,93.5,31.9,90,23700,29900,36100
202324,2019/2020,3 YAG,First-degree,Male,CAH03-01-08,"Molecular biology, biophysics and biochemistry",855,825,0.8,3.1,820,4.9,6.1,58.7,78.3,89,30.3,475,26400,31100,38100
202324,2021/2022,1 YAG,First-degree,Female,CAH17-01-07,Finance,1040,1030,0.9,1.1,1020,3.4,7.8,65.2,84.7,88.8,23.6,650,21200,25600,31100
202324,2021/2022,1 YAG,First-degree,Male,CAH04-01-02,Applied psychology,260,255,0.4,1.8,255,3.9,4.6,49.8,79.7,91.5,41.7,125,18700,23100,26700
202324,2021/2022,1 YAG,First-degree,Female,CAH13-01-01,Architecture,1100,1070,1.3,2.4,1060,4,8.8,53.1,74.3,87.2,34.1,550,18500,23400,27100
202324,2021/2022,1 YAG,First-degree,Female,CAH15-01-03,Social policy,825,815,0.6,1.5,810,2.5,6.4,62.4,84.3,91.1,28.7,500,18700,24200,28500
202324,2021/2022,1 YAG,First-degree,Female,CAH13-01-04,"Planning (urban, rural and regional)",190,185,0.8,1.3,185,2.9,8,67.8,85.9,89.1,21.3,125,22300,27800,31100
202324,2021/2022,1 YAG,First-degree,Female,CAH06-01-01,Animal science,990,960,0.3,2.7,960,3.5,5.8,67.1,86.1,90.7,23.6,630,16100,21200,24500
202324,2021/2022,1 YAG,First-degree,Female,CAH10-01-06,"Bioengineering, medical and biomedical engineering",255,250,1.2,1.5,245,1.3,4.9,59.5,83,93.7,34.2,145,22700,27800,32900
202324,2021/2022,1 YAG,First-degree,Female,CAH02-02-01,Pharmacology,350,340,0.6,2.9,340,1.8,5.9,48.6,75,92.4,43.8,160,21600,25300,29600
202324,2021/2022,1 YAG,First-degree,Female,CAH09-01-03,Statistics,100,95,0.5,1,95,4.1,3.9,64.1,80.9,92.1,27.9,60,25300,31800,41400
202324,2021/2022,1 YAG,First-degree,Female,CAH10-03-06,Others in technology,105,105,0.3,1.5,105,3.7,8.5,77.1,85.1,87.8,10.7,75,16800,24500,30400
202122,2019/2020,1 YAG,First-degree,Male,CAH11-01-03,Information systems,295,290,0.5,0.7,290,4.4,10,71.1,82.2,85.6,14.4,200,18600,24100,29900
202122,2019/2020,1 YAG,First-degree,Female,CAH05-01-01,Veterinary medicine and dentistry,780,765,0.3,1.9,760,1.5,2.1,76.7,85.7,96.4,19.7,585,30300,32500,34700
202223,2020/2021,1 YAG,First-degree,Female,CAH02-06-03,Ophthalmics,500,500,0.8,0.2,495,1.6,2.6,86.3,94.4,95.8,9.5,430,19000,21500,27400
202122,2019/2020,1 YAG,First-degree,Male,CAH04-01-04,Psychology and health,20,20,0,0,20,1.2,9.6,41,79.5,89.2,48.2,10,c,c,c
202324,2019/2020,3 YAG,First-degree,Female,CAH19-04-04,Iberian studies,625,590,0.5,5.6,590,7,5.7,73.6,84.8,87.3,13.7,420,26700,30700,37000
202122,2019/2020,1 YAG,First-degree,Female,CAH15-01-05,Development studies,200,195,0.3,4.1,190,2.7,8.9,53.3,79,88.4,35.1,100,16100,20100,25200
202122,2019/2020,1 YAG,First-degree,Female,CAH15-01-04,Anthropology,605,590,0.5,3,585,2.4,8.6,52.9,77.6,89,36.1,295,15000,20800,25600
202324,2019/2020,3 YAG,First-degree,Female,CAH19-04-06,Asian studies,315,270,0.2,13.1,270,12.4,9.7,64.1,75.1,77.9,13.8,165,21600,27100,33300
202122,2019/2020,1 YAG,First-degree,Female,CAH26-01-06,Earth sciences,470,455,0.1,2.6,455,2.9,3.6,46.2,82.5,93.5,47.3,205,18600,23400,27400
202122,2019/2020,1 YAG,First-degree,Female,CAH10-03-07,Materials science,65,65,0,1.8,65,4.9,1.9,54.2,82.1,93.2,38.9,35,23700,28100,36900
202122,2019/2020,1 YAG,First-degree,Female,CAH07-02-01,Chemistry,1480,1455,0.3,1.5,1450,2,3.6,54.8,84.9,94.4,39.5,785,20800,24800,30300
202223,2020/2021,1 YAG,First-degree,Female,CAH24-01-04,Journalism,915,900,0.3,1.6,900,1.7,9.7,68.4,83.4,88.6,20.2,605,17900,21500,25200
202223,2020/2021,1 YAG,First-degree,Female,CAH24-01-02,Publicity studies,160,160,0.9,1.1,155,2.3,10,75.1,84.1,87.7,12.7,115,19000,23000,27000
202122,2019/2020,1 YAG,First-degree,Male,CAH19-01-01,English studies (non-specific),770,760,0.4,1.7,755,3,9.4,45.3,72.4,87.6,42.3,325,13100,18600,23400
202324,2019/2020,3 YAG,First-degree,Male,CAH07-04-02,Forensic and archaeological sciences,360,350,0.3,2.1,350,2.8,5.9,77.5,88.2,91.3,13.8,265,22700,26000,30700
202122,2019/2020,1 YAG,First-degree,Female,CAH20-01-02,"History of art, architecture and design",515,505,0.4,1.9,505,3.5,8.4,47.6,76.8,88.1,40.5,225,12800,18600,23700
202324,2019/2020,3 YAG,First-degree,Female,CAH06-01-01,Animal science,915,895,0.3,2.2,890,4.3,4.8,73.2,86.1,90.9,17.7,640,19800,23800,28200
202324,2019/2020,3 YAG,First-degree,Male,CAH19-01-05,Creative writing,410,405,1,1.7,400,7,12.9,70.5,77.8,80.1,9.6,270,16500,23100,27400
202324,2019/2020,3 YAG,First-degree,Female,CAH03-01-07,Genetics,135,135,0,1.8,135,8.7,6.3,55.3,75.8,85,29.6,75,23800,30400,34400
202324,2019/2020,3 YAG,First-degree,Male,CAH20-01-05,Classics,300,290,1,4.3,285,5.1,10,63.1,79.6,84.9,21.8,180,23100,29600,38400
202324,2019/2020,3 YAG,First-degree,Male,CAH20-01-03,Archaeology,260,250,1.2,2.7,250,6.2,8.4,67.5,79.8,85.3,17.9,165,22300,25600,30400
202122,2019/2020,1 YAG,First-degree,Male,CAH11-01-07,Business computing,360,360,0.9,0.3,355,4,7.9,74.1,83.6,88.2,14,260,17200,21200,27000
202122,2019/2020,1 YAG,First-degree,Female,CAH02-05-03,Biomedical sciences (non-specific),3645,3605,0.5,1.1,3585,1.9,5,44.5,77.9,93.1,48.6,1575,18200,23000,27000
202324,2021/2022,1 YAG,First-degree,Female,CAH03-01-08,"Molecular biology, biophysics and biochemistry",1190,1175,0.5,1.4,1170,2.3,5.2,51.4,77.1,92.4,41.1,595,20900,26400,31100
202223,2020/2021,1 YAG,First-degree,Female,CAH10-01-03,Production and manufacturing engineering,140,140,1.4,1.4,135,2.4,4.4,75.9,88.8,93.1,17.2,105,23000,31400,38300
202223,2020/2021,1 YAG,First-degree,Male,CAH10-01-04,Aeronautical and aerospace engineering,1415,1395,0.6,1.4,1385,3.4,6.2,72.7,85.2,90.5,17.7,990,24100,29900,34700
202324,2021/2022,1 YAG,First-degree,Male,CAH22-01-02,Teacher training,580,575,0.4,1.4,570,1.6,5,82.6,91.6,93.4,10.8,465,22300,27400,28500
202122,2019/2020,1 YAG,First-degree,Male,CAH26-01-02,Physical geographical sciences,775,770,0,0.9,770,2.6,4.4,53.1,82.9,93,39.8,400,16800,21900,26300
202324,2019/2020,3 YAG,First-degree,Female,CAH04-01-05,Others in psychology,240,230,0.6,2.5,230,4.8,4.8,67.4,87.5,90.4,23,155,21600,26000,32600
202223,2020/2021,1 YAG,First-degree,Male,CAH03-01-06,Zoology,295,290,0.3,2.4,285,2.6,9.6,55,77,87.8,32.9,155,14600,20100,23700
202223,2020/2021,1 YAG,First-degree,Male,CAH23-01-02,Personal development,90,90,5.1,0.6,85,5.8,9.7,63.6,80.6,84.5,20.9,55,19700,27400,37600
202324,2021/2022,1 YAG,First-degree,Male,CAH26-01-01,Geography (non-specific),345,335,0.9,3.7,330,2.3,6.9,60.1,84.4,90.9,30.7,195,19800,24900,29600
202223,2020/2021,1 YAG,First-degree,Female,CAH07-01-01,Physics,675,655,1.5,3,645,3.7,4.8,46.4,80,91.5,45.1,295,24500,29900,35400
202324,2019/2020,3 YAG,First-degree,Female,CAH01-01-01,Medical sciences (non-specific),160,160,0.6,0,160,1.9,5,49.8,85.9,93.1,43.3,80,27800,36600,42500
202324,2019/2020,3 YAG,First-degree,Female,CAH26-01-06,Earth sciences,470,450,0.3,4.7,445,5.9,4.9,66.9,83.9,89.1,22.3,295,25600,30400,37000
202122,2019/2020,1 YAG,First-degree,Female,CAH26-01-02,Physical geographical sciences,965,950,0.2,1.3,950,0.8,4.3,46.3,86,94.8,48.5,435,17900,22600,26600
202122,2019/2020,1 YAG,First-degree,Male,CAH25-02-04,Dance,140,140,0.7,1.4,140,1.8,9.7,68.7,85.6,88.5,19.8,85,11300,15300,19500
202324,2021/2022,1 YAG,First-degree,Male,CAH02-04-02,Adult nursing,690,690,0.7,0.4,685,1.5,2.9,79.8,94.3,95.6,15.8,540,31500,35500,42500
202324,2019/2020,3 YAG,First-degree,Female,CAH20-02-02,Theology and religious studies,740,725,1.7,1.8,715,8.1,9.4,67,77,82.5,15.5,455,20500,27100,31800
202324,2019/2020,3 YAG,First-degree,Female,CAH25-02-01,Performing arts (non-specific),370,365,0.5,1.9,365,4,8.8,79.7,86.1,87.3,7.5,270,15200,21600,28200
202122,2019/2020,1 YAG,First-degree,Male,CAH25-02-03,Drama,1425,1415,0.9,0.8,1405,2.7,11.2,70,82.1,86.1,16.1,895,10600,15300,20100
202324,2021/2022,1 YAG,First-degree,Male,CAH26-01-03,Human geography,715,680,0.4,4.4,680,3.4,7.4,54.9,79.3,89.2,34.3,365,20900,26000,31800
202324,2019/2020,3 YAG,First-degree,Female,CAH15-01-01,Social sciences (non-specific),315,305,0.5,2.8,305,6.6,12.2,62.8,78.2,81.2,18.4,185,21600,28200,35100
202324,2021/2022,1 YAG,First-degree,Male,CAH19-04-09,Others in language and area studies,330,315,0.8,5.3,310,7,9.4,50.8,70.5,83.7,32.8,155,20500,26700,34400
202324,2019/2020,3 YAG,First-degree,Male,CAH15-01-04,Anthropology,190,180,0.3,5.1,180,6.3,10,65.4,79.4,83.8,18.3,115,21600,28500,36600
202324,2021/2022,1 YAG,First-degree,Male,CAH02-06-02,Nutrition and dietetics,120,115,0,2.1,115,3.4,5.6,63.7,81.6,91,27.3,70,21600,25300,29600
202324,2021/2022,1 YAG,First-degree,Female,CAH02-06-02,Nutrition and dietetics,660,650,0.6,1.5,645,2.5,6.4,69.8,84.7,91.1,21.3,440,21600,27100,31100
202324,2021/2022,1 YAG,First-degree,Female,CAH07-04-03,Sciences (non-specific),35,35,2.8,0.9,35,9.5,4.7,59.2,77.2,85.7,26.6,20,22300,26400,31800
202324,2019/2020,3 YAG,First-degree,Female,CAH01-01-04,Dentistry,565,555,0.7,1.6,550,2.5,1.1,87.7,95.8,96.4,8.7,425,38100,51200,66100
202122,2019/2020,1 YAG,First-degree,Female,CAH19-01-02,English language,600,595,0.6,0.9,595,2.6,6.2,49.8,79.8,91.2,41.3,290,13500,18600,22600
202223,2020/2021,1 YAG,First-degree,Male,CAH24-01-03,Publishing,30,30,0,0,30,1.2,15,70.8,82,83.8,13,20,21200,23900,27400
202122,2019/2020,1 YAG,First-degree,Male,CAH10-03-02,Materials technology,150,145,0.7,0.9,145,2.3,3.5,70.2,85.1,94.2,24,100,23400,28100,35300
202324,2019/2020,3 YAG,First-degree,Female,CAH19-04-03,Italian studies,100,95,0,7.4,95,5.1,6.4,76.3,85.3,88.4,12.1,70,25600,31500,38100
202223,2020/2021,1 YAG,First-degree,Female,CAH20-01-03,Archaeology,310,300,0.8,3,300,2.7,7.2,40.9,75.8,90.1,49.2,120,15000,20100,25200
202223,2020/2021,1 YAG,First-degree,Female,CAH15-01-04,Anthropology,540,520,1,3.5,515,2.7,10.3,51,77.6,86.9,36,255,18600,23400,27000
202223,2020/2021,1 YAG,First-degree,Female,CAH13-01-03,Landscape design,55,55,0,0,55,0,0,64.5,90.7,100,35.5,35,19700,23400,26600
202122,2019/2020,1 YAG,First-degree,Male,CAH02-06-06,Complementary and alternative medicine,150,150,0,1.3,150,6,5.3,82.7,87.3,88.7,6,110,15000,26200,31500
202324,2019/2020,3 YAG,First-degree,Female,CAH26-01-01,Geography (non-specific),735,700,0.3,4.8,700,2.9,5.1,77.7,90.3,92,14.3,540,26000,30000,35500
202122,2019/2020,1 YAG,First-degree,Male,CAH19-04-05,Slavic studies,50,50,0,4,50,10.7,6.3,46.9,72.1,83.1,36.1,20,19700,24100,31000
202122,2019/2020,1 YAG,First-degree,Male,CAH09-01-02,Operational research,30,30,0,0,30,4.6,8,75.1,84.7,87.4,12.3,25,25900,31000,38700
202324,2019/2020,3 YAG,First-degree,Male,CAH10-03-07,Materials science,120,115,1.2,2.8,115,4.6,3.6,55.2,80.1,91.8,36.6,60,30000,38800,53800
202122,2019/2020,1 YAG,First-degree,Male,CAH23-01-02,Personal development,60,60,1.3,1.2,60,1.8,9.6,64.7,76.5,88.6,23.9,35,16800,23400,28500
202122,2019/2020,1 YAG,First-degree,Female,CAH10-03-06,Others in technology,95,95,3.5,1.6,90,5.7,11.6,66.3,79.9,82.7,16.4,60,16400,21900,28800
202122,2019/2020,1 YAG,First-degree,Male,CAH02-02-01,Pharmacology,220,220,0.9,0,220,2.4,8.2,43.5,67.8,89.3,45.8,90,19700,24500,27700
202223,2020/2021,1 YAG,First-degree,Male,CAH26-01-01,Geography (non-specific),455,440,0.8,3,440,1.6,6.4,56.6,82.6,92,35.4,245,18600,23400,27700
202324,2019/2020,3 YAG,First-degree,Female,CAH26-01-03,Human geography,1280,1245,0.5,2.6,1240,3.6,5.3,76.9,88.5,91.2,14.3,945,27100,31500,37500
202223,2020/2021,1 YAG,First-degree,Female,CAH25-01-01,Creative arts and design (non-specific),240,235,0.6,1.3,235,3.6,12.2,63.9,78,84.2,20.3,140,13900,19700,23800
202223,2020/2021,1 YAG,First-degree,Female,CAH06-01-06,Food and beverage studies (non-specific),25,20,0,2.2,20,11.1,0,75.6,86.7,88.9,13.3,15,23400,25000,28100
202324,2019/2020,3 YAG,First-degree,Male,CAH17-01-05,Human resource management,185,185,2.2,0.3,180,4.3,8.9,78,83.7,86.8,8.8,135,24200,29600,34800
202324,2019/2020,3 YAG,First-degree,Female,CAH07-01-01,Physics,650,630,0.4,3.3,625,3.7,3.9,56.1,81.9,92.4,36.3,345,31100,37700,47600
202324,2021/2022,1 YAG,First-degree,Female,CAH01-01-04,Dentistry,595,585,0.3,1.7,580,0.5,4,92.8,94.7,95.5,2.8,295,21200,37300,42800
202223,2020/2021,1 YAG,First-degree,Female,CAH26-01-02,Physical geographical sciences,955,925,0.6,3,920,2,5.3,53.7,85.9,92.7,38.9,490,20100,24100,27700
202324,2021/2022,1 YAG,First-degree,Female,CAH15-01-05,Development studies,180,170,0.9,5.3,170,3.2,11.6,59.5,79.3,85.2,25.7,100,20500,25600,29300
202122,2019/2020,1 YAG,First-degree,Male,CAH06-01-01,Animal science,110,110,0,1.8,110,2.8,13.7,54.2,72,83.5,29.4,60,16100,19700,22600
202324,2021/2022,1 YAG,First-degree,Female,CAH19-04-01,French studies,395,355,1.4,10.2,350,3.9,9.2,55.3,76.6,86.9,31.6,190,20500,25600,30700
202324,2019/2020,3 YAG,First-degree,Male,CAH02-04-05,Children's nursing,35,35,0,0,35,2.8,0,72.1,91.6,97.2,25.1,25,35900,41400,45500
202324,2021/2022,1 YAG,First-degree,Male,CAH25-01-02,Art,500,495,0.8,0.7,490,5.4,17.3,59.8,70.8,77.3,17.5,275,9900,16500,22700
202324,2021/2022,1 YAG,First-degree,Female,CAH26-01-04,Environmental sciences,440,425,0.5,3,420,2.2,8.2,60.3,84.2,89.6,29.3,245,20100,25300,29300
202324,2021/2022,1 YAG,First-degree,Male,CAH11-01-02,Information technology,820,810,1.4,1.1,800,6.2,7.7,71.9,81.8,86.1,14.2,560,24900,32900,46500
202324,2021/2022,1 YAG,First-degree,Male,CAH11-01-05,Artificial intelligence,95,95,0.6,1,90,7.5,8.1,63,79,84.4,21.4,60,26700,33700,41400
202324,2019/2020,3 YAG,First-degree,Male,CAH10-03-02,Materials technology,150,145,0.7,1.7,145,3.6,4.9,75.5,89.7,91.5,16,110,31100,37700,49400
202223,2020/2021,1 YAG,First-degree,Male,CAH15-01-04,Anthropology,180,170,0.6,4.9,170,4.6,12.8,42.8,63.7,82.5,39.8,70,17500,24500,29600
202223,2020/2021,1 YAG,First-degree,Male,CAH10-01-10,Others in engineering,175,170,0,2.3,170,4.7,3.5,73.8,89,91.9,18,125,41200,43800,47400
202324,2021/2022,1 YAG,First-degree,Female,CAH19-04-07,African and modern middle eastern studies,75,70,1.4,6.6,70,6.6,11.3,51.1,72,82.1,31,35,15000,22900,32200
202324,2019/2020,3 YAG,First-degree,Male,CAH23-01-03,Humanities (non-specific),95,95,3.2,2.1,90,2.8,11,77.5,84.6,86.3,8.8,70,20900,27100,39900
202324,2021/2022,1 YAG,First-degree,Male,CAH15-01-04,Anthropology,150,145,0.7,0.9,145,3.8,15.8,48,69.4,80.5,32.4,65,13900,22300,28200
202324,2019/2020,3 YAG,First-degree,Female,CAH17-01-05,Human resource management,520,515,0.6,1,510,4.4,8,77.9,86,87.7,9.8,395,24200,28900,35900
202223,2020/2021,1 YAG,First-degree,Female,CAH01-01-04,Dentistry,560,555,0.9,1.1,550,2,11.5,81.4,84,86.5,5.1,235,34000,38200,43100
202223,2020/2021,1 YAG,First-degree,Female,CAH20-01-02,"History of art, architecture and design",480,470,1.1,2.2,465,4.1,8.9,52.7,76.9,87,34.4,240,14600,20800,26300
202324,2019/2020,3 YAG,First-degree,Male,CAH19-04-07,African and modern middle eastern studies,35,35,0,5.7,35,6.5,3,67.8,82.9,90.4,22.6,20,25300,30000,37700
202324,2019/2020,3 YAG,First-degree,Female,CAH26-01-02,Physical geographical sciences,965,925,0.3,4.1,920,1.8,4.6,79.5,92.1,93.6,14.1,725,26700,30400,36600
202223,2020/2021,1 YAG,First-degree,Male,CAH07-04-02,Forensic and archaeological sciences,380,380,0.9,0.9,375,2.4,9,65.1,81.2,88.6,23.5,240,16800,21500,24800
202223,2020/2021,1 YAG,First-degree,Female,CAH02-04-05,Children's nursing,1885,1870,0.6,0.8,1860,1,2.8,81.4,95.5,96.2,14.8,1510,27700,30700,34300
202223,2020/2021,1 YAG,First-degree,Female,CAH11-01-06,Computer games and animation,405,400,0.3,2,395,6.2,13.2,63.5,74,80.6,17.1,245,14200,19700,25600
202324,2021/2022,1 YAG,First-degree,Male,CAH05-01-01,Veterinary medicine and dentistry,180,175,0.6,2.8,175,2.9,0,78.3,88,97.1,18.9,135,32900,35900,39000
